flight_id,departure_time,arrival_time,passenger_count,status
385db826,2024-12-16T07:00:00+00:00,2024-12-16T15:25:00+00:00,2,Estimated
385db830,2024-12-16T06:45:00+00:00,2024-12-16T23:15:00+00:00,2,Estimated
385db831,2024-12-16T09:00:00+00:00,2024-12-16T14:40:00+00:00,181,Estimated
385db876,2024-12-16T07:00:00+00:00,2024-12-16T17:30:00+00:00,115,Estimated
385db89e,2024-12-16T08:35:00+00:00,2024-12-16T15:30:00+00:00,74,Estimated
385db8ac,2024-12-16T07:40:00+00:00,2024-12-16T21:45:00+00:00,116,Estimated
385db8fa,2024-12-16T07:45:00+00:00,2024-12-16T17:10:00+00:00,151,Estimated
385db959,2024-12-16T07:52:00+00:00,2024-12-16T19:45:00+00:00,187,Estimated
385db96c,2024-12-16T14:25:00+00:00,2024-12-16T16:56:00+00:00,147,Scheduled
385db97c,2024-12-16T05:46:00+00:00,2024-12-16T15:03:00+00:00,52,Delayed
385db99f,2024-12-16T07:35:00+00:00,2024-12-16T16:33:00+00:00,9,Estimated
385db9ee,2024-12-16T07:00:00+00:00,2024-12-16T16:30:00+00:00,193,Estimated
385dba41,2024-12-16T10:05:00+00:00,2024-12-16T19:15:00+00:00,125,Estimated
385dba7c,2024-12-16T09:30:00+00:00,2024-12-16T17:15:00+00:00,2,Delayed
385dba8d,2024-12-16T07:30:00+00:00,2024-12-16T18:45:00+00:00,87,Estimated
385dba98,2024-12-16T07:20:00+00:00,2024-12-16T13:55:00+00:00,152,Delayed
385dba9c,2024-12-16T06:30:00+00:00,2024-12-16T21:25:00+00:00,2,Delayed
385dbac5,2024-12-16T05:40:00+00:00,2024-12-16T14:05:00+00:00,250,Delayed
385dbac8,2024-12-16T07:35:00+00:00,2024-12-16T17:25:00+00:00,1,Delayed
385dbae1,2024-12-16T07:35:00+00:00,2024-12-16T19:25:00+00:00,337,Estimated
385dbb1f,2024-12-16T06:45:00+00:00,2024-12-16T15:41:00+00:00,108,Delayed
385dbb21,2024-12-16T10:05:00+00:00,2024-12-16T19:25:00+00:00,93,Estimated
385dbbab,2024-12-16T09:05:00+00:00,2024-12-16T14:25:00+00:00,112,Estimated
385dbbd8,2024-12-16T09:25:00+00:00,2024-12-16T15:00:00+00:00,101,Landed
385dbbfd,2024-12-16T07:25:00+00:00,2024-12-16T15:38:00+00:00,75,Estimated
385dbc13,2024-12-16T06:45:00+00:00,2024-12-16T21:20:00+00:00,137,Estimated
385dbc16,2024-12-16T09:45:00+00:00,2024-12-16T14:00:00+00:00,149,Landed
385dbc1a,2024-12-16T07:40:00+00:00,2024-12-16T18:25:00+00:00,76,Estimated
385dbc20,2024-12-16T07:25:00+00:00,2024-12-16T12:05:00+00:00,2,Landed
385dbc2e,2024-12-16T09:15:00+00:00,2024-12-16T15:50:00+00:00,144,Estimated
385dbc30,2024-12-16T07:45:00+00:00,2024-12-16T22:00:00+00:00,1,Estimated
385dbc3a,2024-12-16T07:20:00+00:00,2024-12-16T23:20:00+00:00,142,Estimated
385dbc82,2024-12-16T07:45:00+00:00,2024-12-16T20:01:00+00:00,2,Estimated
385dbce3,2024-12-16T07:25:00+00:00,2024-12-16T17:10:00+00:00,69,Estimated
385dbd44,2024-12-16T08:40:00+00:00,2024-12-16T15:55:00+00:00,191,Delayed
385dbd58,2024-12-16T07:30:00+00:00,2024-12-16T17:55:00+00:00,223,Estimated
385dbd64,2024-12-16T07:35:00+00:00,2024-12-16T16:55:00+00:00,385,Estimated
385dbdaa,2024-12-16T07:55:00+00:00,2024-12-16T14:55:00+00:00,2,Landed
385dbe3d,2024-12-16T07:50:00+00:00,2024-12-16T14:40:00+00:00,255,Landed
385dbe56,2024-12-16T07:45:00+00:00,2024-12-16T17:25:00+00:00,273,Estimated
385dbe66,2024-12-16T09:30:00+00:00,2024-12-16T14:35:00+00:00,115,Estimated
385dbe80,2024-12-16T07:20:00+00:00,2024-12-16T15:15:00+00:00,94,Estimated
385dbea7,2024-12-16T07:35:00+00:00,2024-12-16T14:23:00+00:00,116,Landed
385dbebc,2024-12-16T07:30:00+00:00,2024-12-16T16:50:00+00:00,26,Estimated
385dbec2,2024-12-16T07:10:00+00:00,2024-12-16T22:45:00+00:00,100,Estimated
385dbeef,2024-12-16T07:40:00+00:00,2024-12-16T15:20:00+00:00,126,Estimated
385dbf0c,2024-12-16T08:25:00+00:00,2024-12-16T16:15:00+00:00,2,Estimated
385dbf21,2024-12-15T22:00:00+00:00,2024-12-16T07:00:00+00:00,81,Delayed
385dbf26,2024-12-16T07:55:00+00:00,2024-12-16T15:50:00+00:00,328,Estimated
385dbf32,2024-12-16T09:15:00+00:00,2024-12-16T14:40:00+00:00,157,Estimated
385dbf37,2024-12-16T07:45:00+00:00,2024-12-16T19:10:00+00:00,103,Delayed
385dbf3d,2024-12-16T06:20:00+00:00,2024-12-17T00:15:00+00:00,117,Estimated
385dbf51,2024-12-16T07:55:00+00:00,2024-12-16T20:20:00+00:00,1,Estimated
385dbf5d,2024-12-16T07:40:00+00:00,2024-12-16T14:20:00+00:00,2,Delayed
385dbf94,2024-12-16T05:30:00+00:00,2024-12-16T15:00:00+00:00,72,Delayed
385dbf9b,2024-12-16T07:40:00+00:00,2024-12-16T17:05:00+00:00,132,Estimated
385dbfb8,2024-12-16T07:50:00+00:00,2024-12-16T19:15:00+00:00,103,Estimated
385dbfbb,2024-12-16T07:45:00+00:00,2024-12-16T20:40:00+00:00,1,Estimated
385dbfcf,2024-12-16T07:10:00+00:00,2024-12-16T14:20:00+00:00,10,Delayed
385dbfd1,2024-12-16T09:50:00+00:00,2024-12-16T19:10:00+00:00,257,Estimated
385dbfe8,2024-12-16T11:05:00+00:00,2024-12-16T12:55:00+00:00,4,Delayed
385dbffb,2024-12-16T07:30:00+00:00,2024-12-16T21:35:00+00:00,69,Estimated
385dc02e,2024-12-16T07:50:00+00:00,2024-12-16T20:05:00+00:00,261,Estimated
385dc03d,2024-12-16T07:40:00+00:00,2024-12-16T18:20:00+00:00,142,Estimated
385dc05a,2024-12-16T09:30:00+00:00,2024-12-16T15:00:00+00:00,202,Delayed
385dc078,2024-12-16T08:00:00+00:00,2024-12-16T16:20:00+00:00,34,Estimated
385dc0c6,2024-12-16T07:40:00+00:00,2024-12-16T22:50:00+00:00,115,Estimated
385dc0cf,2024-12-16T07:40:00+00:00,2024-12-16T14:27:00+00:00,165,Delayed
385dc0ec,2024-12-16T07:50:00+00:00,2024-12-16T22:40:00+00:00,1,Estimated
385dc111,2024-12-16T08:57:00+00:00,2024-12-16T15:12:00+00:00,3,Estimated
385dc117,2024-12-16T07:40:00+00:00,2024-12-16T17:00:00+00:00,132,Estimated
385dc176,2024-12-15T20:35:00+00:00,2024-12-16T07:05:00+00:00,124,Delayed
385dc18f,2024-12-16T07:30:00+00:00,2024-12-16T15:40:00+00:00,76,Estimated
385dc1c9,2024-12-16T08:10:00+00:00,2024-12-16T17:40:00+00:00,71,Estimated
385dc1e3,2024-12-16T08:10:00+00:00,2024-12-16T21:25:00+00:00,1,Estimated
385dc1f5,2024-12-16T09:20:00+00:00,2024-12-16T19:20:00+00:00,80,Delayed
385dc22b,2024-12-16T09:00:00+00:00,2024-12-16T14:41:00+00:00,1,Landed
385dc25e,2024-12-16T07:30:00+00:00,2024-12-16T16:30:00+00:00,2,Delayed
385dc25f,2024-12-16T07:30:00+00:00,2024-12-16T20:30:00+00:00,145,Estimated
385dc2ca,2024-12-16T05:15:00+00:00,2024-12-16T13:25:00+00:00,6,Delayed
385dc2d5,2024-12-16T07:55:00+00:00,2024-12-16T16:35:00+00:00,250,Estimated
385dc2e7,2024-12-16T07:50:00+00:00,2024-12-16T20:40:00+00:00,106,Estimated
385dc2eb,2024-12-16T07:40:00+00:00,2024-12-16T15:10:00+00:00,343,Estimated
385dc2f6,2024-12-16T06:40:00+00:00,2024-12-16T19:37:00+00:00,75,Delayed
385dc301,2024-12-16T06:40:00+00:00,2024-12-16T18:45:00+00:00,116,Delayed
385dc318,2024-12-16T09:00:00+00:00,2024-12-16T16:00:00+00:00,87,Estimated
385dc31d,2024-12-15T21:45:00+00:00,2024-12-16T10:00:00+00:00,90,Delayed
385dc350,2024-12-16T09:35:00+00:00,2024-12-16T13:45:00+00:00,69,Delayed
385dc352,2024-12-16T07:50:00+00:00,2024-12-16T16:15:00+00:00,93,Estimated
385dc375,2024-12-16T09:45:00+00:00,2024-12-16T15:45:00+00:00,110,Estimated
385dc392,2024-12-16T07:30:00+00:00,2024-12-16T14:40:00+00:00,297,Delayed
385dc3af,2024-12-16T11:00:00+00:00,2024-12-16T23:35:00+00:00,81,Scheduled
385dc3b5,2024-12-16T09:05:00+00:00,2024-12-16T13:20:00+00:00,5,Delayed
385dc3bd,2024-12-16T10:20:00+00:00,2024-12-16T20:05:00+00:00,273,Estimated
385dc3c6,2024-12-16T07:35:00+00:00,2024-12-16T15:40:00+00:00,278,Estimated
385dc3ca,2024-12-16T07:30:00+00:00,2024-12-16T14:20:00+00:00,386,Estimated
385dc3d1,2024-12-16T06:50:00+00:00,2024-12-16T20:00:00+00:00,127,Delayed
385dc41f,2024-12-16T08:10:00+00:00,2024-12-16T18:40:00+00:00,156,Estimated
385dc440,2024-12-16T07:05:00+00:00,2024-12-16T13:35:00+00:00,2,Delayed
385dc461,2024-12-16T10:05:00+00:00,2024-12-16T17:25:00+00:00,122,Estimated
385dc478,2024-12-16T08:00:00+00:00,2024-12-16T17:50:00+00:00,2,Estimated
385dc4ae,2024-12-16T08:00:00+00:00,2024-12-16T19:10:00+00:00,1,Estimated
385dc4c9,2024-12-16T10:05:00+00:00,2024-12-16T16:20:00+00:00,1,Estimated
385dc4ce,2024-12-16T08:05:00+00:00,2024-12-16T22:35:00+00:00,124,Estimated
385dc4d9,2024-12-16T07:50:00+00:00,2024-12-16T21:55:00+00:00,117,Estimated
385dc509,2024-12-16T06:55:00+00:00,2024-12-16T22:15:00+00:00,146,Estimated
385dc510,2024-12-16T09:30:00+00:00,2024-12-16T15:10:00+00:00,2,Estimated
385dc536,2024-12-16T08:00:00+00:00,2024-12-16T17:15:00+00:00,84,Estimated
385dc582,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,186,Landed
385dc590,2024-12-16T07:55:00+00:00,2024-12-16T14:40:00+00:00,249,Delayed
385dc5ec,2024-12-16T07:50:00+00:00,2024-12-16T21:15:00+00:00,190,Estimated
385dc5f2,2024-12-16T08:15:00+00:00,2024-12-16T17:35:00+00:00,54,Estimated
385dc638,2024-12-16T08:05:00+00:00,2024-12-16T14:50:00+00:00,117,Estimated
385dc642,2024-12-16T08:00:00+00:00,2024-12-16T18:10:00+00:00,1,Estimated
385dc645,2024-12-16T03:45:00+00:00,2024-12-16T15:00:00+00:00,119,Delayed
385dc64b,2024-12-16T10:00:00+00:00,2024-12-16T15:32:00+00:00,30,Estimated
385dc652,2024-12-16T08:10:00+00:00,2024-12-16T19:55:00+00:00,1,Estimated
385dc65d,2024-12-16T07:30:00+00:00,2024-12-16T21:35:00+00:00,320,Estimated
385dc6b5,2024-12-16T08:10:00+00:00,2024-12-16T15:14:00+00:00,144,Estimated
385dc6be,2024-12-16T09:00:00+00:00,2024-12-16T19:00:00+00:00,199,Delayed
385dc6cd,2024-12-16T04:00:00+00:00,2024-12-16T11:30:00+00:00,9,Delayed
385dc6fa,2024-12-16T07:55:00+00:00,2024-12-16T23:45:00+00:00,139,Estimated
385dc70c,2024-12-16T08:10:00+00:00,2024-12-16T21:20:00+00:00,81,Estimated
385dc710,2024-12-16T09:40:00+00:00,2024-12-16T14:40:00+00:00,85,Delayed
385dc716,2024-12-16T08:00:00+00:00,2024-12-16T19:55:00+00:00,2,Estimated
385dc71d,2024-12-16T08:05:00+00:00,2024-12-16T14:10:00+00:00,174,Delayed
385dc74e,2024-12-16T08:00:00+00:00,2024-12-16T20:30:00+00:00,77,Estimated
385dc75c,2024-12-16T08:05:00+00:00,2024-12-16T14:45:00+00:00,119,Estimated
385dc76e,2024-12-16T08:20:00+00:00,2024-12-16T15:25:00+00:00,190,Estimated
385dc794,2024-12-16T08:00:00+00:00,2024-12-16T21:25:00+00:00,130,Estimated
385dc7af,2024-12-16T08:20:00+00:00,2024-12-16T18:15:00+00:00,274,Estimated
385dc7d5,2024-12-16T08:31:00+00:00,2024-12-16T15:10:00+00:00,100,Estimated
385dc7f2,2024-12-16T07:50:00+00:00,2024-12-16T14:25:00+00:00,156,Estimated
385dc804,2024-12-16T08:00:00+00:00,2024-12-16T15:25:00+00:00,373,Estimated
385dc817,2024-12-16T09:25:00+00:00,2024-12-16T19:10:00+00:00,213,Estimated
385dc849,2024-12-15T14:20:00+00:00,2024-12-15T22:10:00+00:00,9,Delayed
385dc866,2024-12-16T08:05:00+00:00,2024-12-16T14:25:00+00:00,163,Estimated
385dc880,2024-12-16T08:10:00+00:00,2024-12-16T17:45:00+00:00,1,Estimated
385dc886,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,122,Landed
385dc88f,2024-12-16T07:45:00+00:00,2024-12-16T14:55:00+00:00,105,Estimated
385dc8b5,2024-12-16T08:15:00+00:00,2024-12-16T21:25:00+00:00,154,Estimated
385dc8f1,2024-12-16T08:05:00+00:00,2024-12-16T15:40:00+00:00,406,Estimated
385dc907,2024-12-16T08:10:00+00:00,2024-12-16T19:45:00+00:00,2,Estimated
385dc916,2024-12-16T08:00:00+00:00,2024-12-16T17:50:00+00:00,2,Delayed
385dc928,2024-12-16T08:05:00+00:00,2024-12-16T14:50:00+00:00,283,Estimated
385dc930,2024-12-16T08:25:00+00:00,2024-12-16T16:00:00+00:00,169,Estimated
385dc940,2024-12-16T08:10:00+00:00,2024-12-16T16:20:00+00:00,79,Estimated
385dc958,2024-12-16T08:05:00+00:00,2024-12-16T21:15:00+00:00,124,Estimated
385dc9a4,2024-12-16T08:00:00+00:00,2024-12-16T14:55:00+00:00,2,Estimated
385dc9aa,2024-12-16T05:00:00+00:00,2024-12-16T07:45:00+00:00,108,Delayed
385dc9dd,2024-12-16T08:00:00+00:00,2024-12-16T15:15:00+00:00,204,Estimated
385dca3d,2024-12-16T07:45:00+00:00,2024-12-16T18:40:00+00:00,142,Estimated
385dca77,2024-12-16T02:15:00+00:00,2024-12-16T11:20:00+00:00,198,Delayed
385dca7b,2024-12-16T09:35:00+00:00,2024-12-16T21:40:00+00:00,96,Estimated
385dca7c,2024-12-16T08:00:00+00:00,2024-12-16T19:57:00+00:00,302,Estimated
385dca8a,2024-12-16T08:05:00+00:00,2024-12-16T14:00:00+00:00,112,Landed
385dcaa5,2024-12-16T08:05:00+00:00,2024-12-16T16:30:00+00:00,194,Estimated
385dcab4,2024-12-16T08:25:00+00:00,2024-12-16T15:00:00+00:00,108,Estimated
385dcab5,2024-12-16T08:10:00+00:00,2024-12-16T21:20:00+00:00,277,Estimated
385dcab6,2024-12-16T09:00:00+00:00,2024-12-16T17:52:00+00:00,3,Delayed
385dcab8,2024-12-16T08:05:00+00:00,2024-12-16T20:30:00+00:00,350,Estimated
385dcae7,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,196,Estimated
385dcaec,2024-12-15T21:50:00+00:00,2024-12-16T10:30:00+00:00,88,Delayed
385dcb03,2024-12-16T08:05:00+00:00,2024-12-16T19:50:00+00:00,120,Estimated
385dcb13,2024-12-16T12:30:00+00:00,2024-12-16T15:10:00+00:00,173,Estimated
385dcb57,2024-12-16T07:10:00+00:00,2024-12-16T19:15:00+00:00,97,Delayed
385dcb65,2024-12-16T08:14:00+00:00,2024-12-16T15:07:00+00:00,150,Estimated
385dcc26,2024-12-16T08:25:00+00:00,2024-12-16T21:05:00+00:00,134,Delayed
385dcc2f,2024-12-16T10:20:00+00:00,2024-12-16T22:00:00+00:00,368,Estimated
385dcc7c,2024-12-16T07:55:00+00:00,2024-12-16T16:35:00+00:00,1,Estimated
385dcc7f,2024-12-16T08:30:00+00:00,2024-12-16T19:10:00+00:00,2,Estimated
385dcc92,2024-12-16T08:36:00+00:00,2024-12-16T16:18:00+00:00,121,Estimated
385dcc9a,2024-12-16T08:20:00+00:00,2024-12-16T16:25:00+00:00,155,Estimated
385dccc2,2024-12-16T10:00:00+00:00,2024-12-16T15:27:00+00:00,17,Delayed
385dccf4,2024-12-16T09:25:00+00:00,2024-12-16T14:45:00+00:00,2,Estimated
385dcd07,2024-12-16T08:05:00+00:00,2024-12-16T17:00:00+00:00,1,Estimated
385dcd13,2024-12-16T07:45:00+00:00,2024-12-16T18:05:00+00:00,204,Estimated
385dcd3f,2024-12-16T08:10:00+00:00,2024-12-16T16:10:00+00:00,108,Estimated
385dcd54,2024-12-16T09:10:00+00:00,2024-12-16T14:50:00+00:00,110,Delayed
385dcdab,2024-12-16T08:25:00+00:00,2024-12-16T17:59:00+00:00,149,Estimated
385dcdd3,2024-12-16T07:40:00+00:00,2024-12-16T19:30:00+00:00,128,Estimated
385dcde6,2024-12-16T10:25:00+00:00,2024-12-17T01:35:00+00:00,194,Estimated
385dcdea,2024-12-16T08:20:00+00:00,2024-12-16T17:45:00+00:00,146,Estimated
385dcded,2024-12-16T08:20:00+00:00,2024-12-16T17:15:00+00:00,1,Delayed
385dcdf0,2024-12-16T08:15:00+00:00,2024-12-16T17:15:00+00:00,279,Estimated
385dcdf3,2024-12-16T07:15:00+00:00,2024-12-16T21:45:00+00:00,109,Delayed
385dcdf8,2024-12-16T09:20:00+00:00,2024-12-16T16:10:00+00:00,138,Estimated
385dce10,2024-12-16T08:50:00+00:00,2024-12-16T15:35:00+00:00,114,Estimated
385dce1b,2024-12-16T08:00:00+00:00,2024-12-16T15:35:59+00:00,1,Delayed
385dce49,2024-12-16T10:50:00+00:00,2024-12-16T16:20:00+00:00,137,Scheduled
385dce54,2024-12-16T07:00:00+00:00,2024-12-16T19:45:00+00:00,3,Delayed
385dce67,2024-12-16T04:30:00+00:00,2024-12-16T12:25:00+00:00,191,Delayed
385dce93,2024-12-16T08:30:00+00:00,2024-12-16T20:57:00+00:00,1,Estimated
385dceb3,2024-12-16T07:05:00+00:00,2024-12-16T14:55:00+00:00,124,Delayed
385dcece,2024-12-16T07:30:00+00:00,2024-12-16T19:00:00+00:00,94,Estimated
385dcf1f,2024-12-16T08:25:00+00:00,2024-12-16T16:15:00+00:00,1,Estimated
385dcf26,2024-12-16T07:30:00+00:00,2024-12-16T20:30:00+00:00,2,Estimated
385dcf60,2024-12-16T08:10:00+00:00,2024-12-16T14:10:00+00:00,128,Delayed
385dcf6a,2024-12-16T08:37:00+00:00,2024-12-16T15:13:00+00:00,181,Estimated
385dcf6f,2024-12-16T08:20:00+00:00,2024-12-16T15:45:00+00:00,139,Estimated
385dcf76,2024-12-16T08:20:00+00:00,2024-12-16T19:50:00+00:00,99,Estimated
385dcf97,2024-12-16T08:15:00+00:00,2024-12-16T20:10:00+00:00,136,Delayed
385dcfae,2024-12-16T06:15:00+00:00,2024-12-16T14:35:00+00:00,178,Delayed
385dcfb0,2024-12-16T08:15:00+00:00,2024-12-16T17:36:42+00:00,10,Estimated
385dcfcc,2024-12-16T08:25:00+00:00,2024-12-16T14:54:00+00:00,72,Estimated
385dcfd5,2024-12-16T10:50:00+00:00,2024-12-16T14:24:00+00:00,104,Delayed
385dcfe0,2024-12-16T09:50:00+00:00,2024-12-16T14:25:00+00:00,140,Delayed
385dcfed,2024-12-16T08:30:00+00:00,2024-12-16T16:11:21+00:00,10,Delayed
385dd012,2024-12-16T08:25:00+00:00,2024-12-16T14:50:00+00:00,125,Estimated
385dd028,2024-12-16T08:25:00+00:00,2024-12-16T15:05:00+00:00,103,Estimated
385dd04a,2024-12-16T09:50:00+00:00,2024-12-16T17:40:00+00:00,2,Estimated
385dd056,2024-12-16T08:40:00+00:00,2024-12-16T16:40:00+00:00,170,Estimated
385dd060,2024-12-16T10:40:00+00:00,2024-12-16T19:35:00+00:00,165,Estimated
385dd065,2024-12-16T03:50:00+00:00,2024-12-16T12:20:00+00:00,69,Delayed
385dd067,2024-12-16T10:05:00+00:00,2024-12-16T17:00:00+00:00,2,Estimated
385dd07b,2024-12-16T07:20:00+00:00,2024-12-16T16:45:00+00:00,2,Estimated
385dd07c,2024-12-16T09:15:00+00:00,2024-12-16T15:40:00+00:00,104,Delayed
385dd0a9,2024-12-16T08:15:00+00:00,2024-12-16T17:40:00+00:00,2,Estimated
385dd10b,2024-12-16T09:30:00+00:00,2024-12-16T20:10:00+00:00,1,Delayed
385dd117,2024-12-16T08:20:00+00:00,2024-12-16T14:30:00+00:00,133,Estimated
385dd120,2024-12-16T07:40:00+00:00,2024-12-16T14:42:00+00:00,98,Estimated
385dd12f,2024-12-16T08:35:00+00:00,2024-12-16T15:45:00+00:00,381,Estimated
385dd134,2024-12-16T07:50:00+00:00,2024-12-16T09:30:00+00:00,4,Delayed
385dd14b,2024-12-16T08:10:00+00:00,2024-12-16T20:55:00+00:00,144,Estimated
385dd1a6,2024-12-16T08:45:00+00:00,2024-12-16T18:40:00+00:00,2,Estimated
385dd1ab,2024-12-16T08:38:00+00:00,2024-12-16T16:50:00+00:00,3,Estimated
385dd1c5,2024-12-16T10:35:00+00:00,2024-12-16T16:40:00+00:00,8,Estimated
385dd230,2024-12-16T04:25:00+00:00,2024-12-16T13:25:00+00:00,9,Delayed
385dd24a,2024-12-16T08:30:00+00:00,2024-12-16T15:30:00+00:00,100,Estimated
385dd251,2024-12-16T08:30:00+00:00,2024-12-16T19:40:00+00:00,148,Estimated
385dd260,2024-12-16T08:10:00+00:00,2024-12-16T14:00:00+00:00,172,Delayed
385dd29f,2024-12-16T08:40:00+00:00,2024-12-16T18:55:00+00:00,45,Estimated
385dd2a5,2024-12-16T08:35:00+00:00,2024-12-16T20:35:00+00:00,2,Estimated
385dd334,2024-12-16T08:52:00+00:00,2024-12-16T15:40:00+00:00,30,Estimated
385dd340,2024-12-16T08:20:00+00:00,2024-12-16T15:59:00+00:00,13,Estimated
385dd34d,2024-12-16T08:00:00+00:00,2024-12-16T13:55:00+00:00,1,Delayed
385dd366,2024-12-16T08:25:00+00:00,2024-12-16T13:50:00+00:00,119,Delayed
385dd380,2024-12-16T08:33:00+00:00,2024-12-16T15:46:00+00:00,165,Estimated
385dd38d,2024-12-16T08:20:00+00:00,2024-12-16T19:40:00+00:00,1,Estimated
385dd39d,2024-12-16T08:30:00+00:00,2024-12-16T17:35:00+00:00,50,Estimated
385dd3a3,2024-12-16T08:25:00+00:00,2024-12-16T16:15:00+00:00,94,Estimated
385dd3c0,2024-12-16T08:20:00+00:00,2024-12-16T15:00:00+00:00,163,Estimated
385dd3c2,2024-12-16T09:50:00+00:00,2024-12-16T14:50:00+00:00,1,Estimated
385dd436,2024-12-16T07:30:00+00:00,2024-12-16T14:10:00+00:00,8,Delayed
385dd469,2024-12-16T08:10:00+00:00,2024-12-16T15:35:00+00:00,260,Estimated
385dd48a,2024-12-16T08:30:00+00:00,2024-12-16T17:40:00+00:00,2,Estimated
385dd4b8,2024-12-16T08:10:00+00:00,2024-12-16T18:20:00+00:00,75,Estimated
385dd4e3,2024-12-16T08:30:00+00:00,2024-12-16T20:05:00+00:00,120,Estimated
385dd500,2024-12-16T08:05:00+00:00,2024-12-17T01:15:00+00:00,177,Estimated
385dd54e,2024-12-16T08:35:00+00:00,2024-12-16T22:25:00+00:00,232,Estimated
385dd557,2024-12-16T08:59:00+00:00,2024-12-16T12:53:00+00:00,43,Landed
385dd55e,2024-12-16T08:25:00+00:00,2024-12-16T15:35:00+00:00,2,Estimated
385dd59b,2024-12-16T10:01:00+00:00,2024-12-16T14:06:00+00:00,120,Landed
385dd5a0,2024-12-16T08:25:00+00:00,2024-12-16T15:30:00+00:00,1,Estimated
385dd5a3,2024-12-16T08:45:00+00:00,2024-12-16T18:00:00+00:00,128,Estimated
385dd5a9,2024-12-16T08:40:00+00:00,2024-12-16T18:40:00+00:00,228,Estimated
385dd5bf,2024-12-16T08:35:00+00:00,2024-12-16T19:30:00+00:00,293,Estimated
385dd605,2024-12-16T08:50:00+00:00,2024-12-16T14:46:00+00:00,1,Estimated
385dd60e,2024-12-16T08:50:00+00:00,2024-12-16T15:40:00+00:00,145,Estimated
385dd622,2024-12-16T08:25:00+00:00,2024-12-16T15:40:00+00:00,146,Estimated
385dd62e,2024-12-16T08:45:00+00:00,2024-12-16T20:35:00+00:00,155,Estimated
385dd62f,2024-12-16T03:15:00+00:00,2024-12-16T18:55:00+00:00,141,Estimated
385dd630,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,141,Landed
385dd669,2024-12-16T08:55:00+00:00,2024-12-16T19:20:00+00:00,117,Estimated
385dd66f,2024-12-16T08:45:00+00:00,2024-12-16T16:55:00+00:00,73,Estimated
385dd672,2024-12-16T08:50:00+00:00,2024-12-16T16:45:00+00:00,2,Estimated
385dd67d,2024-12-16T09:25:00+00:00,2024-12-16T14:35:00+00:00,2,Landed
385dd6b1,2024-12-16T11:20:00+00:00,2024-12-16T22:50:00+00:00,77,Estimated
385dd6bc,2024-12-16T08:30:00+00:00,2024-12-16T20:37:00+00:00,9,Delayed
385dd6c9,2024-12-16T08:30:00+00:00,2024-12-16T17:40:00+00:00,1,Estimated
385dd6f3,2024-12-16T09:15:00+00:00,2024-12-16T14:20:00+00:00,188,Delayed
385dd6f4,2024-12-16T08:55:00+00:00,2024-12-16T19:25:00+00:00,1,Estimated
385dd718,2024-12-16T08:30:00+00:00,2024-12-16T17:20:00+00:00,146,Estimated
385dd734,2024-12-16T11:00:00+00:00,2024-12-16T15:50:00+00:00,146,Estimated
385dd73b,2024-12-16T08:40:00+00:00,2024-12-16T21:20:00+00:00,90,Estimated
385dd741,2024-12-16T08:42:00+00:00,2024-12-16T15:00:00+00:00,106,Estimated
385dd746,2024-12-16T08:35:00+00:00,2024-12-16T14:50:00+00:00,327,Estimated
385dd76c,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,26,Landed
385dd770,2024-12-16T08:45:00+00:00,2024-12-16T20:00:00+00:00,5,Estimated
385dd78b,2024-12-16T09:00:00+00:00,2024-12-16T16:25:12+00:00,130,Estimated
385dd78f,2024-12-16T10:25:00+00:00,2024-12-16T15:50:00+00:00,111,Delayed
385dd794,2024-12-16T11:30:00+00:00,2024-12-16T15:35:00+00:00,129,Estimated
385dd7a4,2024-12-16T08:00:00+00:00,2024-12-16T13:40:00+00:00,156,Landed
385dd7ba,2024-12-16T08:45:00+00:00,2024-12-16T14:30:00+00:00,138,Landed
385dd7c9,2024-12-16T08:20:00+00:00,2024-12-16T14:30:00+00:00,122,Landed
385dd7db,2024-12-16T08:12:00+00:00,2024-12-16T14:31:05+00:00,104,Delayed
385dd7e5,2024-12-16T10:00:00+00:00,2024-12-16T14:30:00+00:00,161,Landed
385dd7e6,2024-12-16T08:45:00+00:00,2024-12-16T15:20:00+00:00,118,Delayed
385dd833,2024-12-16T11:00:00+00:00,2024-12-16T17:11:00+00:00,105,Estimated
385dd8bc,2024-12-15T22:00:00+00:00,2024-12-16T07:30:00+00:00,248,Delayed
385dd8c6,2024-12-16T08:45:00+00:00,2024-12-16T16:55:00+00:00,273,Estimated
385dd8c9,2024-12-16T09:10:00+00:00,2024-12-16T20:55:00+00:00,2,Delayed
385dd8d3,2024-12-16T08:35:00+00:00,2024-12-16T16:00:00+00:00,318,Estimated
385dd8ec,2024-12-16T10:35:00+00:00,2024-12-16T15:20:00+00:00,2,Estimated
385dd902,2024-12-16T04:40:00+00:00,2024-12-16T11:50:00+00:00,131,Delayed
385dd988,2024-12-16T09:00:00+00:00,2024-12-16T17:10:00+00:00,1,Estimated
385dd991,2024-12-16T08:40:00+00:00,2024-12-16T17:45:00+00:00,1,Estimated
